id,name,is_natural,region_id,winery_id,ratings_average,ratings_count,url,acidity,fizziness,intensity,sweetness,tannin,user_structure_count,Sparkling Sweetness
1151275,Yarden Katzrin,0,550,11539,4.5,894,https://www.wereldwijnonline.be/golan-heights-winery-yarden-katzrin-chardonnay-wit.html,Low,Non-Sparkling,Low,Medium,Low,3.0,
1152417,Saint-Émilion Grand Cru (Premier Grand Cru Classé),0,827,11714,4.6,6637,https://www.topwijnen.be/nl/product/wijnen/frankrijk/bordeaux/saint-emilion/saint-emilion-premier-gr-cru-classe-a/chateau-ausone/WN102256/WN102256,Medium,Non-Sparkling,High,Medium,Medium,344.0,
1152523,Brunello di Montalcino Riserva,0,1796,4643,4.4,273,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=10LCBRR12B,High,Non-Sparkling,Low,Medium,Medium,8.0,
1152524,Brunello di Montalcino,0,1796,4643,4.3,3836,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=10LCBR17B,Medium,Non-Sparkling,Low,Low,High,223.0,
1152755,Pessac-Léognan (Premier Grand Cru Classé),0,471,13804,4.6,39605,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=60HAU13B,High,Non-Sparkling,High,Low,High,930.0,
1153151,Hohenmorgen G.C,0,649,3094,4.4,378,https://www.seulementproduitsitaliens.be/eccellenze_internazionali/dr-burklin-wolf/22696-dr-burklin-wolf-hohenmorgen-gc.html?codice=PLG634-2017,High,Non-Sparkling,Low,Medium,,60.0,
1153152,Kalkofen G.C,0,649,3094,4.4,188,https://www.seulementproduitsitaliens.be/eccellenze_internazionali/dr-burklin-wolf/22697-dr-burklin-wolf-kalkofen-gc.html?codice=PLG635-2018,High,Non-Sparkling,Low,Low,,33.0,
1153455,Gran Corte (VII),0,454,14299,4.4,15016,https://www.seulementproduitsitaliens.be/eccellenze_internazionali/pulenta/27631-pulenta-gran-corte-blend.html?codice=WFL009,Low,Non-Sparkling,High,Low,Medium,33.0,
1153456,Gran Malbec (X),0,454,14299,4.3,12579,https://www.seulementproduitsitaliens.be/eccellenze_internazionali/pulenta-estate/27765-pulenta-estate-gran-malbec-(x).html?codice=WFL138,Low,Non-Sparkling,Medium,High,Low,1833.0,
1153702,Saint-Émilion Grand Cru (Premier Grand Cru Classé),0,827,1384,4.3,17090,https://www.topwijnen.be/nl/product/wijnen/frankrijk/bordeaux/saint-emilion/saint-emilion-premier-gr-cru-classe-b/chateau-troplong-mondot/wn1023301/wn1023301,Medium,Non-Sparkling,High,Medium,High,901.0,
1153863,Sauternes,0,432,8028,4.7,44126,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=60YQU62B,High,Non-Sparkling,High,High,,903.0,
1153882,Cà Bertoldi Amarone della Valpolicella Classico,0,3237,7710,4.3,3708,https://www.seulementproduitsitaliens.be/vino/recchia/18985-recchia-ca-bertoldi-amarone-della-valpolicella-classico.html?codice=PTS161-2013,Low,Non-Sparkling,High,High,Low,64.0,
1155217,Toscana,0,394,246747,4.2,7434,http://www.vivino.com/wines/156180508,Low,Non-Sparkling,Low,Medium,Medium,678.0,
1155694,Corton-Charlemagne Grand Cru Blanc,0,2236,7601,4.4,2453,https://www.wijnkooperijdelange.nl/Corton-Charlemagne-Grand-Cru/96000109,Low,Non-Sparkling,Medium,Medium,,137.0,
1155762,Les Noisetiers,0,1930,403,4.4,7035,https://www.grandcruwijnen.nl/2020-kistler-les-noisetiers-chardonnay,Low,Non-Sparkling,High,High,,24.0,
1156988,Romanée-Saint-Vivant Grand Cru,0,2229,26455,4.5,463,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=50ARRV06B,High,Non-Sparkling,Low,High,Low,47.0,
1157096,Cuvée des Cadettes Châteauneuf-du-Pape,0,401,11630,4.4,3283,https://www.vanoudsdezwaan.nl/la-nerthe-cuvee-des-cadettes-ch9-rouge-2016.html,Low,Non-Sparkling,High,Medium,Low,76.0,
1157825,Treinta y Dos Pinot Noir,0,755,16624,4.4,3417,https://www.seulementproduitsitaliens.be/eccellenze_internazionali/chacra/16421-chacra-chacra-32.html?codice=TPA161,Low,Non-Sparkling,Low,Low,Low,82.0,
1159387,Kairos,0,460,16806,4.4,7364,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=20ZYKA09B,Low,Non-Sparkling,Medium,High,Low,559.0,
1159658,Amarone della Valpolicella Classico,0,3237,15779,4.3,1940,https://www.vinio.nl/products/david-sterza-amarone-della-valpolicella-classico-2017,Low,Non-Sparkling,High,High,Low,54.0,
1160530,Vürsù Barolo Campè,0,504,1447,4.4,6260,https://www.seulementproduitsitaliens.be/vino/la-spinetta/25120-la-spinetta-vursu-barolo-campe.html?codice=ZPP638,High,Non-Sparkling,Medium,Low,High,398.0,
1163799,Pomerol,0,555,1842,4.3,3870,https://www.topwijnen.be/nl/product/wijnen/frankrijk/bordeaux/pomerol/chateau-le-gay/wn102938/wn102938,Medium,Non-Sparkling,High,Low,Medium,107.0,
1164702,R.D Extra Brut Champagne (Récemment Dégorgé),0,409,7747,4.6,7737,https://www.seulementproduitsitaliens.be/eccellenze_internazionali/bollinger/12495-bollinger-rd-extra-brut-champagne-(recemment-degorge)-.html?codice=MRG596-2008,High,Sparkling,High,,,1331.0,Brut Nature <0.5g
1164946,Pegrandi Amarone della Valpolicella Classico,0,3237,11865,4.4,1833,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEW=20VOAP17B,Low,Non-Sparkling,High,High,Low,60.0,
1165001,Poggio all'Oro Brunello di Montalcino Riserva,0,1796,7967,4.5,7033,https://www.seulementproduitsitaliens.be/vino/banfi/8449-poggio-alloro-brunello-di-montalcino-riserva-docg-2010-castello-banfi.html?codice=PRD199,Medium,Non-Sparkling,Low,Medium,Medium,212.0,
1165125,Vosne-Romanée Premier Cru Les Suchots,0,3015,1543,4.3,522,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=50LMVRS16B,High,Non-Sparkling,Low,Low,Medium,62.0,
1165266,Amarone della Valpolicella Classico,0,3237,17826,4.3,1670,https://www.grandcruwijnen.nl/2015-rubinelli-vajol-amarone-della-valpolicella-classico-docg,Low,Non-Sparkling,High,High,Low,48.0,
1165304,Vintage Port,0,718,11391,4.4,1972,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=80POQN11B,Low,Non-Sparkling,High,High,,90.0,
1165449,Charmes-Chambertin Grand Cru,0,2204,16475,4.4,718,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=50JROCC18B,High,Non-Sparkling,Low,Medium,Low,59.0,
1165708,Pieve Santa Restituta Brunello di Montalcino,0,1796,10474,4.4,21867,https://www.seulementproduitsitaliens.be/vino/santa-restituta/1868-brunello-pieve-santa-restituta.html?codice=GAI275,Medium,Non-Sparkling,Low,Low,High,904.0,
1166231,Oreno Toscana,0,394,1228,4.3,12407,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=10SEOR18B,Low,Non-Sparkling,Low,Medium,Medium,1015.0,
1166517,Brunello di Montalcino,0,1796,26177,4.3,5202,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEW=10LRBR15B,Medium,Non-Sparkling,Low,Low,High,248.0,
1166837,Pomerol,0,555,12630,4.7,32157,http://www.vivino.com/wines/1941165,Medium,Non-Sparkling,High,High,Medium,627.0,
1167071,Brunello di Montalcino,0,1796,5103,4.3,5608,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=10MABM16B,Medium,Non-Sparkling,Low,Low,High,326.0,
1167182,MV,0,4621,4333,4.5,4763,https://www.vinetiq.eu/nl-be/onze-wijnen/frankrijk/champagne/ay/champagne-henri-giraud-mv-2016-millesime-grand-cru-half-wooden-case.html,High,Sparkling,High,,,926.0,Demi Sec <8.3g
1167555,Saint-Émilion Grand Cru (Grand Cru Classé),0,827,18151,4.4,3498,https://www.topwijnen.be/nl/product/wijnen/frankrijk/bordeaux/saint-emilion/saint-emilion-gr-cru-classe/chateau-pavie-decesse/wn1021202/wn1021202,Medium,Non-Sparkling,High,Medium,Medium,140.0,
1167972,Amarone della Valpolicella Classico,0,3237,16889,4.4,1029,https://www.seulementproduitsitaliens.be/vino/larco/27418-larco-amarone-della-valpolicella-classico.html?codice=SBN157,Low,Non-Sparkling,High,High,Low,31.0,
1168085,Campo Inferi Amarone della Valpolicella Classico Riserva,0,3237,6063,4.6,2112,https://www.seulementproduitsitaliens.be/vino/brunelli/10728-brunelli-campo-inferi-amarone-della-valpolicella-classico-riserva.html?codice=BLN083-2016,Low,Non-Sparkling,High,High,Low,107.0,
1168278,Margaux (Grand Cru Classé),0,384,5116,4.2,15699,https://www.topwijnen.be/nl/product/wijnen/frankrijk/bordeaux/medoc/margaux/chateau-d-issan/wn1004955/wn1004955,High,Non-Sparkling,Medium,Low,High,476.0,
1168529,Baffonero Maremma Toscana,0,2916,5461,4.5,1682,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=10RFBN15B,Low,Non-Sparkling,Low,High,Medium,197.0,
1168653,Amarone della Valpolicella,0,1804,16806,4.4,2610,https://www.colaris.com/catalog/product/view/id/50338,Low,Non-Sparkling,High,High,Low,155.0,
1169307,Isosceles,0,684,1364,4.5,18920,https://artevino.be/product/justin-vineyards-isosceles-2016/,Medium,Non-Sparkling,High,Low,High,231.0,
1169881,Toscana Rosso,0,394,2531,4.5,2799,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=10TRTR14B,Low,Non-Sparkling,Low,High,Medium,276.0,
1171108,Toscana,0,394,20732,4.5,2185,https://www.vino.com/fr/dettaglio/toscana-igt-rosso-monteverro-monteverro-2018.html?utm_medium=aggregatore&utm_source=vivino&utm_term=monteverrotoscanarossomonteverro2018&utm_country=be&st=be&cr=eur,Low,Non-Sparkling,Low,High,Low,246.0,
1171278,Madonna delle Grazie Brunello di Montalcino,0,1796,5103,4.5,2747,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=10MAGR13B,Medium,Non-Sparkling,Low,Medium,High,199.0,
1171308,Tinto,0,775,30901,4.4,2511,https://www.colaris.com/espectacle-del-montsant-2017,Medium,Non-Sparkling,High,Medium,Medium,78.0,
1171370,Château de Cîteaux Meursault 1er Cru 'Charmes' Blanc,0,3864,28466,4.4,368,https://hermanwines.com/products/meursault-1c-charmes-ph-bouzereau-cit-2020-w-0-75l,Medium,Non-Sparkling,Medium,Low,,16.0,
1172486,Saint-Émilion Grand Cru,0,827,11321,4.6,5390,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=60TERO98B,Medium,Non-Sparkling,High,Medium,Medium,249.0,
1173140,San Vicente Rioja,0,492,59455,4.3,10701,https://www.grandcruwijnen.nl/2018-senorio-san-vicente,Medium,Non-Sparkling,Medium,Medium,High,1012.0,
1173535,Ai Suma Barbera d'Asti,0,1829,2381,4.4,3012,https://www.seulementproduitsitaliens.be/vino/braida/233-barbera-dasti-ai-suma-braida.html?codice=79582010-2019,Medium,Non-Sparkling,Medium,Medium,Low,145.0,
1173645,Graticciaia,0,640,16991,4.4,2451,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICE=2201924,Low,Non-Sparkling,High,High,Low,172.0,
1173806,Capellanía Reserva,0,492,1864,4.1,7314,https://www.seulementproduitsitaliens.be/eccellenze_internazionali/marques-de-murrieta/15837-marques-de-murrieta-cappellania-blanco-reserva.html?codice=SGN116-2017,Low,Non-Sparkling,High,High,,111.0,
1174700,Côtes de Bourg,0,452,1972,4.4,8249,https://www.topwijnen.be/nl/product/wijnen/frankrijk/bordeaux/bourg-cotes-de-bordeaux/roc-de-cambes/wn107174/wn107174,Medium,Non-Sparkling,Medium,Medium,Medium,253.0,
1174845,Sauternes (Premier Grand Cru Classé),0,432,11270,4.3,17293,https://www.topwijnen.be/nl/product/wijnen/frankrijk/bordeaux/graves-moelleux/sauternes/chateau-suduiraut/WN109565/WN109565,High,Non-Sparkling,High,High,,526.0,
1175180,Gran Reserva Rioja (Finca Ygay),0,492,1864,4.3,9595,https://www.grandcruwijnen.nl/2015-marques-de-murrieta-gran-reserva,Medium,Non-Sparkling,Medium,Medium,High,768.0,
1175427,Valbuena 5º,0,405,11050,4.6,72784,https://www.grandcruwijnen.nl/2018-vega-sicilia-valbuena-5,Medium,Non-Sparkling,Medium,Medium,Medium,4638.0,
1176121,Ben Ryé Passito di Pantelleria,0,4615,3149,4.5,21351,https://www.seulementproduitsitaliens.be/vino/donnafugata/373-donnafugata-ben-rye-passito-di-pantelleria.html?codice=DFG014-2021,,Non-Sparkling,,,,,
1176258,Finca Altamira Malbec,0,4262,1705,4.5,8093,https://www.vanoudsdezwaan.nl/achaval-ferrer-finca-altamira.html,Low,Non-Sparkling,Medium,High,Low,853.0,
1179007,Côte-Rôtie,0,693,170129,4.4,7177,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=70ROJACR16B,High,Non-Sparkling,High,Low,High,180.0,
1179539,Saint-Émilion Grand Cru (Premier Grand Cru Classé),0,827,25698,4.5,15671,https://www.topwijnen.be/nl/product/wijnen/frankrijk/bordeaux/saint-emilion/saint-emilion-premier-gr-cru-classe-a/chateau-pavie/wn1021771/wn1021771,Medium,Non-Sparkling,High,Medium,Medium,761.0,
1180059,Barolo Paiagallo,1,504,32320,4.3,1917,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=00CGBP13B,High,Non-Sparkling,Low,Medium,High,139.0,
1181080,Gratallops Partida Bellvisos,0,463,51948,4.3,627,https://www.grandcruwijnen.nl/2005-sara-perez-y-rene-barbier-gratallops-partida-bellvisos-magnum,Medium,Non-Sparkling,High,Low,Medium,41.0,
1181560,Brunello di Montalcino,1,1796,17340,4.2,1598,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICE=2002851,Medium,Non-Sparkling,Low,Low,High,67.0,
1181727,Montrachet Grand Cru,0,3041,5269,4.6,495,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=50DBTMO17B,Low,Non-Sparkling,Medium,High,,31.0,
1182034,Lagrein Riserva Porphyr,0,661,11096,4.4,5123,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICE=2202590,Low,Non-Sparkling,Medium,High,Low,388.0,
1182677,Clos Sainte Hune Riesling Alsace,0,387,1183,4.5,4106,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=70TRSH14B,High,Non-Sparkling,Low,High,,120.0,
1182681,Victorino,0,430,22425,4.3,9294,https://www.grandcruwijnen.nl/2019-teso-la-monja-victorino,Low,Non-Sparkling,High,Medium,Medium,341.0,
1183244,Giorgio Bartholomäus,0,3345,138255,4.4,554,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICE=2202751,Low,Non-Sparkling,Medium,Medium,Medium,37.0,
1183599,The Laird,0,397,1378,4.7,627,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=80TOLA17B,Low,Non-Sparkling,High,High,Medium,57.0,
1184728,Perpetual,0,463,6812,4.3,3809,https://www.wereldwijnonline.be/torres-perpetual-2014-catalonie-spanje-rode-wijn.html,Medium,Non-Sparkling,High,Medium,Medium,127.0,
1184863,Brunello di Montalcino Riserva,0,1796,32279,4.4,714,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=10GBBRR16B,Medium,Non-Sparkling,Low,Low,High,27.0,
1186041,Clos de Tart Grand Cru Monopole,0,2213,236776,4.5,4948,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=50MOCT19B,High,Non-Sparkling,Low,Medium,Low,355.0,
1186580,Vigna Madonna Assunta La Villa Barolo Riserva,0,504,2211,4.4,470,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=00RMMA07B,High,Non-Sparkling,Medium,Medium,High,50.0,
1186655,Chambertin-Clos de Bèze Vieilles Vignes Grand Cru,0,2202,1555,4.5,358,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=50PMCH13B,High,Non-Sparkling,Low,Medium,Low,37.0,
1186753,Bibbona,0,394,4047,4.5,5981,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=10TBBI17M,Low,Non-Sparkling,Low,Medium,Medium,544.0,
1187200,Musigny Grand Cru (Cuveé Vieilles Vignes),0,2217,1343,4.6,3533,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=50VOMU15B,High,Non-Sparkling,Low,Medium,Low,338.0,
1187205,Recioto della Valpolicella Classico,0,1808,11601,4.7,1045,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=20QURE07B,,Non-Sparkling,,,,,
1187886,Amarone della Valpolicella Classico Riserva,0,3237,11601,4.8,587,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=20QUAR11B,Low,Non-Sparkling,High,High,Low,21.0,
1188838,Rocche dell'Annunziata Barolo Riserva,0,504,1441,4.5,1609,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=00PSBR85B,High,Non-Sparkling,Medium,Low,High,125.0,
1189647,Aquilon Garnacha,0,478,12086,4.6,1343,https://www.grandcruwijnen.nl/2016-bodegas-alto-moncayo-aquilon,Low,Non-Sparkling,High,High,Low,37.0,
1191209,Charmes-Chambertin Grand Cru,0,2204,9294,4.3,331,https://www.vinio.nl/products/faiveley-charmes-chambertin-grand-cru-2017,High,Non-Sparkling,Low,High,Low,25.0,
1191335,Saint-Émilion Grand Cru (Premier Grand Cru Classé),0,827,2337,4.4,6879,https://www.topwijnen.be/nl/product/wijnen/frankrijk/bordeaux/saint-emilion/saint-emilion-premier-gr-cru-classe-b/WN10254/WN10254,Medium,Non-Sparkling,High,Medium,Medium,346.0,
1191704,Réserve Côtes-du-Rhône,0,429,22523,4.4,4027,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=70RAFR11B,Medium,Non-Sparkling,Medium,Medium,Medium,247.0,
1192720,Dom Ruinart Blanc de Blancs Brut Champagne,0,409,2471,4.5,18466,https://www.vino.com/fr/dettaglio/champagne-blanc-de-blancs-dom-ruinart-2010.html?utm_medium=aggregatore&utm_source=vivino&utm_term=ruinartblancdeblancsdomruinart2010&utm_country=be&st=be&cr=eur,High,Sparkling,Medium,,,1567.0,Dry <5.3g
1193557,Echezeaux Grand Cru,0,2221,1672,4.5,1311,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=50EREC19B,High,Non-Sparkling,Low,High,Low,107.0,
1194144,Brunello di Montalcino Riserva,0,1796,1913,4.4,1506,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEW=10CSRI15B,High,Non-Sparkling,Low,Medium,High,31.0,
1194532,Veneto Alzero Cabernet,0,460,11601,4.7,2600,https://hermanwines.com/products/alzero-quintarelli-2014-r-0-75l,Low,Non-Sparkling,High,High,Low,196.0,
1197490,Pomerol,0,555,22222,4.7,2164,https://www.seulementproduitsitaliens.be/eccellenze_internazionali/le-pin/26470-le-pin-pomerol.html?codice=PLG1391-2020,Medium,Non-Sparkling,High,Medium,Medium,79.0,
1197969,Meursault 1er Cru 'Perrières',0,3877,28466,4.4,342,https://hermanwines.com/products/meursault-1c-perrieres-ph-bouzereau-2020-w-0-75l,Low,Non-Sparkling,Medium,Medium,,9.0,
1198994,Chablis Grand Cru 'Valmur',0,3560,30580,4.5,1653,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICE=2204329,Medium,Non-Sparkling,Low,Low,,88.0,
1200411,Pochi Filagn Barbera d'Alba,0,2585,23851,4.2,410,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=00LABAPF17B,Medium,Non-Sparkling,Low,Medium,Low,27.0,
1200703,Barolo Bussia,0,504,1903,4.4,4525,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICE=2201349,High,Non-Sparkling,Medium,Medium,High,241.0,
1203557,Barolo Riserva,0,504,1871,4.3,12663,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=00BOBA82B,High,Non-Sparkling,Medium,Low,High,594.0,
1203621,Grands-Échézeaux Grande Cuvée Vieilles Vignes,0,2222,12261,4.4,449,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=50DLAGE14B,High,Non-Sparkling,Low,High,Low,47.0,
1203712,Avizoise Blanc de Blancs Extra Brut Champagne Grand Cru 'Avize',1,4625,5072,4.4,1278,https://www.seulementproduitsitaliens.be/eccellenze_internazionali/agrapart-fils/30359-agrapart-fils-avizoise-blanc-de-blancs-extra-brut-champagne-grand-cru-avize.html?codice=PLG1817,High,Sparkling,Medium,,,239.0,Brut Nature <0.5g
1206377,Vintage Port,0,718,7805,4.5,2614,https://hermanwines.com/products/vintage-port-fonseca-2000-r-0-75l,Low,Non-Sparkling,High,High,,74.0,
1207722,Poggio Al Vento Brunello di Montalcino Riserva,0,1796,10814,4.4,4542,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=10COPV10M,Medium,Non-Sparkling,Low,Low,High,206.0,
1208385,Barolo Monvigliero,0,504,3245,4.3,2758,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=00BUBM17B,High,Non-Sparkling,Low,Medium,High,240.0,
1210766,Bordeaux,0,383,6551,4.3,2246,https://www.topwijnen.be/nl/product/wijnen/frankrijk/bordeaux/bordeaux-superieur/domaine-des-cambes/wn104077/wn104077,High,Non-Sparkling,Medium,Medium,Medium,73.0,
1211155,Coteau de Vernon Condrieu,0,801,2915,4.5,2015,https://www.grandcruwijnen.nl/2020-georges-vernay-condrieu-coteaux-du-vernon,Low,Non-Sparkling,High,High,,20.0,
1211299,Giallo d'Arles Greco di Tufo,0,1844,37691,4.3,3274,https://www.wijnig.nl/quintodecimo-giallo-darles-greco-di-tufo-2021.html,Low,Non-Sparkling,Medium,Medium,,287.0,
1211816,Brut Rosé Champagne,0,409,1518,4.4,23241,https://www.vino.com/fr/dettaglio/champagne-brut-rose-billecart-salmon.html?utm_medium=aggregatore&utm_source=vivino&utm_term=billecartsalmonchampagnebrutrose&utm_country=be&st=be&cr=eur,High,Sparkling,Low,,,2609.0,Extra Brut <1g
1213163,Vigna Molsino,0,1819,51482,4.3,2269,https://www.seulementproduitsitaliens.be/vino/nervi/29556-nervi-vigna-molsino.html?codice=ZPP748,High,Non-Sparkling,Medium,Low,High,84.0,
1214878,Chassagne-Montrachet Premier Cru Morgeot Marquis de Laguiche ,0,3024,1358,4.5,1640,https://www.wijnig.nl/joseph-drouhin-chassagne-montrachet-premier-cru-mo.html,Low,Non-Sparkling,Medium,Medium,,130.0,
1216025,Brunello di Montalcino Riserva,0,1796,4272,4.4,801,https://www.wijnig.nl/canalicchio-di-sopra-brunello-di-montalcino-riserv.html,Medium,Non-Sparkling,Low,Low,High,54.0,
1217898,Amarone Senza Titolo,0,1804,4887,4.5,225,https://www.seulementproduitsitaliens.be/vino/musella/6054-musella-amarone-della-valpolicella-senza-titolo.html?codice=GRS276,Low,Non-Sparkling,High,High,Low,12.0,
1218210,Harlan Estate Red,0,25,1380,4.7,7231,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=80HACS98B,Medium,Non-Sparkling,High,Medium,High,219.0,
1218321,Cresasso Corvina Veronese,0,460,1583,4.2,2333,https://www.vanoudsdezwaan.nl/cresasso-corvina-veronese-2016.html,Low,Non-Sparkling,Medium,High,Low,148.0,
