id,name,is_natural,region_id,winery_id,ratings_average,ratings_count,url,acidity,fizziness,intensity,sweetness,tannin,user_structure_count,Sparkling Sweetness
86686,Scharzhofberger Riesling Spätlese,0,3150,2197,4.4,1564,https://www.grandcruwijnen.nl/2021-egon-muller-zu-scharzhof-scharzhofberger-spatlese,High,Non-Sparkling,Low,High,,170.0,
86698,Buisson Renard,0,759,1702,4.3,2119,https://www.grandcruwijnen.nl/2018-domaine-didier-dagueneau-buisson-renard,High,Non-Sparkling,Low,Low,,59.0,
87114,Rocche di Castiglione Barolo,0,504,2341,4.3,2397,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=00BRRO17B,High,Non-Sparkling,Medium,Low,High,152.0,
87360,Beckstoffer To Kalon Vineyard Cabernet Sauvignon,0,42,11693,4.6,1557,https://joyvino.be/products/paul-hobbs-beckstoffer-to-kalon-vineyard-cabernet-sauvignon-2005,Medium,Non-Sparkling,High,Low,Medium,86.0,
87514,Gallina Barbaresco,0,722,6457,4.4,1017,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=00PBUSGA17B,High,Non-Sparkling,Low,Low,High,47.0,
87552,Châteauneuf-du-Pape,0,401,1523,4.7,7544,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=70RACNPR00B,Low,Non-Sparkling,High,High,Low,318.0,
87554,Châteauneuf-du-Pape Réservé Blanc,0,401,1523,4.4,668,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=70RACNPB07B,Low,Non-Sparkling,Low,High,,15.0,
87674,Bolgheri Superiore,0,3345,244651,4.3,14242,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICE=2203170,Medium,Non-Sparkling,Medium,Medium,High,445.0,
87760,Tessons Clos de Mon Plaisir Meursault,0,2246,25672,4.4,761,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=50ROTE02B,Low,Non-Sparkling,Medium,Medium,,62.0,
88177,Chambertin Grand Cru,0,2201,11744,4.7,3401,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICE=2203020,High,Non-Sparkling,Low,Medium,Low,273.0,
88470,Barbaresco Rabajà,0,722,2200,4.3,5469,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICE=2201417,High,Non-Sparkling,Medium,Low,High,168.0,
88757,Harimann Montepulciano d'Abruzzo,0,2734,11763,4.4,1086,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=30PASMH00B,High,Non-Sparkling,Low,Medium,Medium,24.0,
89195,Côte à Côte Estate,0,684,1475,4.4,1133,https://www.grandcruwijnen.nl/2020-l-aventure-winery-estate-cote-a-cote,Medium,Non-Sparkling,High,Low,Medium,51.0,
89750,Amarone della Valpolicella Monte Lodoletta,0,1804,1852,4.7,7947,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICE=2203052,Low,Non-Sparkling,High,High,Low,278.0,
89753,Valpolicella Superiore Monte Lodoletta,0,483,1852,4.5,13024,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICE=1900360,Medium,Non-Sparkling,Low,High,Low,156.0,
89754,Recioto della Valpolicella (Monte Lodoletta),0,1808,1852,4.6,227,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=20DFRE90B,,Non-Sparkling,,,,,
89900,L'Apparita,0,394,2170,4.4,3836,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=10AMAP07B,Low,Non-Sparkling,Low,Medium,Medium,311.0,
91173,Pommard 1er Cru Les Rugiens-Bas,0,3021,16997,4.3,592,https://hermanwines.com/products/pommard-1c-rugiens-bas-de-montille-2013-r-1-5l,Medium,Non-Sparkling,Low,Medium,Low,22.0,
91569,Calle Merlot Rosso Veronese,0,3107,11835,4.4,1053,https://www.colaris.com/catalog/product/view/id/49916,Low,Non-Sparkling,High,High,Low,60.0,
92256,Bonnes Mares Grand Cru,0,2216,1537,4.4,452,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=50BCBM20B,High,Non-Sparkling,Low,Medium,Low,75.0,
92600,Beyond the Clouds,0,661,4208,4.4,4760,https://www.seulementproduitsitaliens.be/vino/elena-walch/391-beyond-the-clouds-elena-walch.html?codice=ELW018-2021,Low,Non-Sparkling,Medium,High,,444.0,
92702,Barolo Ciabot Mentin Ginestra,0,504,1514,4.3,3525,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=00CLCM06B,High,Non-Sparkling,Medium,Low,High,235.0,
94692,Cabernet Sauvignon Coeur De Vallée,0,42,3199,4.6,544,https://www.grandcruwijnen.nl/2019-morlet-family-vineyards-cabernet-sauvignon-coeur-de-vallee,Medium,Non-Sparkling,High,Low,Medium,46.0,
94749,Percarlo,0,394,2004,4.3,4808,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEW=10GRPE18B,Low,Non-Sparkling,Low,Medium,Medium,522.0,
94752,La Ricolma,0,394,2004,4.2,1525,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=10GRRI16B,Low,Non-Sparkling,Low,Medium,Medium,164.0,
94816,Lupicaia,0,394,2431,4.4,4414,https://www.seulementproduitsitaliens.be/vino/castello-del-terriccio/11040-castello-del-terriccio-lupicaia.html?codice=VSC143-2016,Low,Non-Sparkling,Low,Medium,Medium,445.0,
94912,Cabernet Sauvignon,0,324,984,4.5,3087,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=80LVCS09B,Medium,Non-Sparkling,Medium,Low,High,67.0,
95444,Pomerol,0,555,1264,4.3,11885,https://www.seulementproduitsitaliens.be/eccellenze_internazionali/chateau-clinet/26387-chateau-clinet-pomerol.html?codice=PLG1360,Medium,Non-Sparkling,High,Medium,Medium,345.0,
96049,Nebro Ribera del Duero,0,405,1855,4.4,647,https://www.grandcruwijnen.nl/2019-finca-villacreces-nebro,Medium,Non-Sparkling,Medium,Low,High,67.0,
96337,L'Extravagant de Doisy-Daëne Sauternes,0,432,1607,4.6,465,https://www.vanoudsdezwaan.nl/chateau-doisy-daene-extravagant-de-doisy-114380846.html,High,Non-Sparkling,High,High,,20.0,
97710,Les Manyes,1,463,12080,4.4,924,https://www.labuenavida.be/spaanse-wijn/terroir-al-limit/les-manyes/3827,Medium,Non-Sparkling,High,Low,Medium,66.0,
98032,Bonnes-Mares Grand Cru,0,2216,12083,4.5,1208,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=50GRBM19B,High,Non-Sparkling,Low,High,Low,131.0,
98164,La Grande Rue Grand Cru Monopole,0,2224,1910,4.4,1496,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=50LAGR19M,High,Non-Sparkling,Low,Medium,Low,60.0,
98363,Chambolle-Musigny Premier Cru Les Charmes,0,3016,1543,4.4,364,https://www.seulementproduitsitaliens.be/eccellenze_internazionali/lucien-le-moine/17312-lucien-le-moine-chambolle-musigny-premier-cru-les-feusselottes.html?codice=GAI154,High,Non-Sparkling,Low,High,Low,28.0,
98586,Brunello di Montalcino,0,1796,12058,4.5,2623,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=10CERBR11M,Medium,Non-Sparkling,Low,Medium,High,151.0,
98835,La Cueva del Contador Rioja,0,492,2148,4.3,4013,https://www.grandcruwijnen.nl/2018-benjamin-romeo-la-cueva-del-contador,Medium,Non-Sparkling,Medium,Medium,High,397.0,
98838,Contador Rioja,0,492,2148,4.6,2240,https://www.grandcruwijnen.nl/2016-benjamin-romeo-contador,Medium,Non-Sparkling,Medium,Medium,High,190.0,
99224,Maya,0,42,1393,4.6,1570,https://www.grandcruwijnen.nl/2018-dalla-valle-maya,Medium,Non-Sparkling,High,Medium,Medium,59.0,
99351,Finca Garbet,0,1786,4957,4.6,573,https://www.wereldwijnonline.be/castillo-perelada-finca-garbet-spanje-rode-wijn.html,Low,Non-Sparkling,Medium,Medium,Medium,50.0,
99556,Quincha Corral,0,1744,12129,4.4,1230,https://www.labuenavida.be/spaanse-wijn/mustiguillo/quincha-corral/4051,Medium,Non-Sparkling,Medium,Medium,Medium,83.0,
99572,Rioja Reserva,0,492,12131,4.4,13544,https://www.labuenavida.be/spaanse-wijn/remirez-de-ganuza/remirez-de-ganuza-reserva/4098,Medium,Non-Sparkling,Medium,Medium,High,1257.0,
99584,Trasnocho,0,492,12131,4.5,3399,https://www.labuenavida.be/spaanse-wijn/remirez-de-ganuza/trasnocho/3269,Medium,Non-Sparkling,High,Medium,High,315.0,
100047,Chambolle-Musigny,0,2215,1444,4.3,3455,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=50ROCM19B,High,Non-Sparkling,Low,Medium,Low,352.0,
100492,Clos de la Coulée de Serrant,1,2300,53258,4.3,8365,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=70JOCO08B,High,Non-Sparkling,Low,Medium,,216.0,
100694,Cuvée Madame Barsac,0,2141,11224,4.5,94,https://hermanwines.com/products/coutet-madame-sauternes-barsac-1989-w-0-75l-bs,High,Non-Sparkling,High,High,,4.0,
738148,Clos de L'Obac,0,463,2460,4.4,2588,https://www.labuenavida.be/spaanse-wijn/clos-de-l-obac/clos-de-l-obac/4659,Medium,Non-Sparkling,High,Medium,Medium,135.0,
738156,Miserere,0,463,2460,4.3,1392,https://www.labuenavida.be/spaanse-wijn/clos-de-l-obac/miserere/3517,Medium,Non-Sparkling,High,Low,Medium,109.0,
768733,Pomerol,0,555,1513,4.4,13504,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=60CON15B,Medium,Non-Sparkling,High,Low,Medium,429.0,
779441,Vosne-Romanée 1er Cru 'Aux Malconsorts',0,3510,1709,4.5,681,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=50SCVRM08B,High,Non-Sparkling,Low,Medium,Low,69.0,
779523,Brunello di Montalcino,0,1796,2214,4.3,5596,https://www.colaris.com/catalog/product/view/id/47711,Medium,Non-Sparkling,Low,Low,High,327.0,
779524,Brunello di Montalcino Riserva,0,1796,2214,4.5,665,https://www.colaris.com/catalog/product/view/id/47687,High,Non-Sparkling,Low,Low,High,42.0,
779852,Vin de Pays de l'Hérault,0,3077,1983,4.5,8933,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=70GPGP13B,Medium,Non-Sparkling,Medium,Medium,Medium,663.0,
1084002,Cuvée Impériale Châteauneuf-du-Pape,0,401,1936,4.3,1881,https://santewines.be/products/raymond-usseglio-imperiale-2018?variant=38946445787287,Low,Non-Sparkling,High,Low,Low,78.0,
1084039,Charmes-Chambertin Grand Cru,0,2204,1646,4.4,359,https://www.vinetiq.eu/nl-be/onze-wijnen/frankrijk/bourgogne/cotes-de-nuits/domaine-michel-magnien-gevrey-chambertin-aux-echezeaux-certifie-ab-biodynamic-2013.html,High,Non-Sparkling,Low,Low,Low,20.0,
1098615,Chassagne-Montrachet Premier Cru 'Morgeot' Blanc,0,3745,1270,4.4,1701,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=50RACLM19B,Low,Non-Sparkling,Medium,Medium,,120.0,
1098770,Pomerol,0,555,1283,4.4,7221,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=60TRO19B,Medium,Non-Sparkling,High,Low,Medium,227.0,
1098850,Saint-Joseph,0,439,1382,4.3,3931,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=70ROSJRCH18B,Medium,Non-Sparkling,High,Low,Medium,60.0,
1098851,L'Hermitage,0,535,1382,4.6,8592,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=70ROHRCH19B,Medium,Non-Sparkling,High,Low,High,97.0,
1098981,Pomerol,0,555,1525,4.5,12214,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=60FPE18B,Medium,Non-Sparkling,High,Medium,Medium,294.0,
1099118,Vecchie Vigne Brunello di Montalcino,0,1796,1587,4.3,3868,https://www.colaris.com/siro-pacenti-vecchie-vigne-brunello-di-montalcino-2015,High,Non-Sparkling,Low,Low,High,225.0,
1099259,Vosne-Romanée,0,2223,1672,4.3,1030,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=50ERVR18B,High,Non-Sparkling,Low,Medium,Low,107.0,
1099373,Pomerol,0,555,1703,4.4,3509,https://www.topwijnen.be/nl/product/wijnen/frankrijk/bordeaux/pomerol/chateau-l-eglise-clinet/wn10288051/wn10288051,Medium,Non-Sparkling,High,Medium,Medium,136.0,
1099528,Chassagne-Montrachet 1er Cru 'La Maltroie',0,3720,1795,4.3,779,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEW=50FGCMM17B,Medium,Non-Sparkling,Medium,Low,,55.0,
1099912,Chateauneuf-du-Pape Réserve des Célestins,0,401,1850,4.6,1633,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=70HBCNPC11M,Low,Non-Sparkling,High,High,Medium,75.0,
1100223,Pomerol,0,555,2035,4.4,3377,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=60HOS09B,Medium,Non-Sparkling,High,Medium,Medium,119.0,
1100318,Toscana Il Pareto,0,394,2654,4.3,3195,https://www.vino.com/fr/dettaglio/toscana-igt-il-pareto-ambrogio-e-giovanni-folonari-2018.html?utm_medium=aggregatore&utm_source=vivino&utm_term=folonaripareto2018&utm_country=be&st=be&cr=eur,Low,Non-Sparkling,Low,Medium,Medium,251.0,
1100367,Brunello di Montalcino Riserva,0,1796,2672,4.3,1825,https://www.colaris.com/catalog/product/view/id/47855,High,Non-Sparkling,Low,Low,High,57.0,
1100474,Saint-Émilion Grand Cru,0,827,2696,4.4,1527,https://www.topwijnen.be/nl/product/wijnen/frankrijk/bordeaux/saint-emilion/saint-emilion-gr-cru/wn102060/wn102060,Medium,Non-Sparkling,High,Medium,Medium,113.0,
1100673,Les Grandes Places Côte-Rôtie,0,693,2164,4.4,1316,https://www.seulementproduitsitaliens.be/eccellenze_internazionali/jean-michel-gerin/28118-jean-michel-gerin-les-grandes-places-cote-rotie.html?codice=PLG1705,Medium,Non-Sparkling,High,High,High,40.0,
1100735,La Nieta,0,492,2744,4.6,4508,https://www.grandcruwijnen.nl/2020-paganos-la-nieta-magnum,Medium,Non-Sparkling,Medium,High,High,441.0,
1100910,Vosne-Romanée Premier Cru Aux Reignots,0,3015,2788,4.6,645,https://hermanwines.com/products/vosne-romanee-reignots-liger-belair-2015-r-0-75l,High,Non-Sparkling,Low,High,Low,75.0,
1101360,Le Bourg Saumur Champigny,1,773,2283,4.5,1264,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=70CRSCRB09B,High,Non-Sparkling,Low,High,Medium,0.0,
1101361,Les Poyeux Saumur Champigny,1,773,2283,4.5,2005,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=70CRSCLP14B,High,Non-Sparkling,Low,High,Medium,2.0,
1104820,Continuum Estate,0,42,3765,4.6,6949,https://www.grandcruwijnen.nl/2013-continuum-proprietary-red-magnum,Medium,Non-Sparkling,High,Medium,Medium,231.0,
1105129,Charmes-Chambertin Grand Cru,0,2204,2548,4.4,277,https://www.grandcruwijnen.nl/2019-domaine-humbert-freres-charmes-chambertin-grand-cru,High,Non-Sparkling,Low,Medium,Low,35.0,
1105696,Trebbiano d'Abruzzo,1,2735,283096,4.4,5834,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=30VATR09B,High,Non-Sparkling,Low,High,,359.0,
1105697,Montepulciano d'Abruzzo,1,2734,283096,4.4,1398,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=30VAMA06B,High,Non-Sparkling,Low,Medium,Low,35.0,
1106557,Côte Rôtie La Brocarde,0,693,3269,4.4,278,https://www.seulementproduitsitaliens.be/eccellenze_internazionali/francois-villard/17947-francois-villard-cote-rotie-la-brocarde.html?codice=GHL097,Medium,Non-Sparkling,High,Low,Medium,8.0,
1107322,FAY Cabernet Sauvignon,0,25,3310,4.5,10840,https://www.wereldwijnonline.be/fay-cabernet-sauvignon-2018-usa-rode-wijn.html,Medium,Non-Sparkling,High,Low,Medium,679.0,
1107336,ARTEMIS Cabernet Sauvignon,0,25,3310,4.4,81351,https://www.wereldwijnonline.be/stags-leap-artemis-cabernet-sauvignon-usa-rode-wij.html,Medium,Non-Sparkling,High,Low,Medium,3174.0,
1107342,S.L.V. Cabernet Sauvignon,0,25,3310,4.5,6560,https://www.wereldwijnonline.be/stags-leap-slv-cabernet-sauvignon-usa-rode-wijn.html,Medium,Non-Sparkling,High,Low,Medium,424.0,
1108737,Pomerol,0,555,176721,4.5,9531,http://www.vivino.com/wines/6987412,Medium,Non-Sparkling,High,Medium,Medium,279.0,
1109332,Nuits-Saint-Georges 1er Cru Les Damodes,0,2230,9294,4.1,793,https://www.wijnig.nl/nuits-st-georges-1er-cru-les-damodes-2018.html,High,Non-Sparkling,Low,Low,Low,38.0,
1109743,Serral del Vell Brut Nature,0,631,12264,4.3,2418,https://www.grandcruwijnen.nl/2015-recaredo-serral-del-vell-brut-nature-gran-reserva-in-giftbox,Medium,Sparkling,Low,,,228.0,Brut Nature <0.5g
1112311,Saint-Émilion Grand Cru,0,827,4510,4.4,2829,https://www.wijnkooperijdelange.nl/Le-Dome/3954119,Medium,Non-Sparkling,High,Low,Medium,104.0,
1115658,Saint-Julien (Grand Cru Classé),0,399,7637,4.3,33618,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=60LPO16B,High,Non-Sparkling,Medium,Medium,High,1016.0,
1122276,Amarone della Valpolicella Classico,0,3237,6063,4.3,5450,https://www.seulementproduitsitaliens.be/vino/brunelli/10727-brunelli-amarone-della-valpolicella-classico.html?codice=BLN082,Low,Non-Sparkling,High,High,Low,149.0,
1122281,Campo del Titari Amarone della Valpolicella Classico Riserva,0,3237,6063,4.6,2946,https://www.vinio.nl/products/brunelli-campo-del-titari-amarone-della-valpolicella-classico-riserva-2017,Low,Non-Sparkling,High,High,Low,126.0,
1125189,Red Blend,0,721,121345,4.5,102,https://vinoscoop.be/products/el-principal-blend?_pos=1&_sid=5f371488a&_ss=r,Low,Non-Sparkling,High,Low,High,0.0,
1125543,Pauillac (Grand Cru Classé),0,393,105199,4.4,39731,https://www.topwijnen.be/nl/product/wijnen/frankrijk/bordeaux/medoc/pauillac/chateau-pichon-comtesse-de-lalande/wn1013958/wn1013958,High,Non-Sparkling,High,Low,High,1673.0,
1125957,Brunello di Montalcino Riserva,0,1796,2801,4.4,306,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICE=2002138,Medium,Non-Sparkling,Low,Low,Medium,20.0,
1126447,Attunga 1865 Shiraz,0,444,1406,4.4,371,https://www.grandcruwijnen.nl/2018-kilikanoon-attunga-1865-shiraz,Low,Non-Sparkling,High,High,Medium,30.0,
1127349,Le Mesnil Blanc de Blancs (Cuvée S) Brut Champagne,0,4631,3286,4.7,9564,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=40SASA02NDB,High,Sparkling,Medium,,,1119.0,Dry <5.3g
1127704,Amarone della Valpolicella Classico Riserva (Sergio Zenato),0,3237,1583,4.5,9963,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICE=2202017,Low,Non-Sparkling,High,High,Low,234.0,
1127795,Château Margaux (Premier Grand Cru Classé),0,384,1319,4.6,45350,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=60MAR60B,High,Non-Sparkling,Medium,Low,High,1060.0,
1128189,Chambertin Clos de Bèze Grand Cru,0,2202,1537,4.4,983,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=50BCCCB19B,High,Non-Sparkling,Low,Medium,Low,92.0,
1128526,Chapelle d'Ausone Saint-Émilion Grand Cru,0,827,11714,4.4,1086,https://www.topwijnen.be/nl/product/wijnen/frankrijk/bordeaux/saint-emilion/saint-emilion-premier-gr-cru-classe-a/la-chapelle-d-ausone/WN10224601/WN10224601,Medium,Non-Sparkling,High,Low,Medium,77.0,
1129440,Old Vines Primitivo di Manduria,0,2753,223950,4.4,20904,http://www.vivino.com/wines/160148272,Low,Non-Sparkling,Medium,High,Low,554.0,
1130208,Barolo Riserva Bricco Boschis Vigna San Giuseppe,0,504,1769,4.3,4030,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=00CAVGR16M,High,Non-Sparkling,Medium,Medium,High,301.0,
1130300,Amarone della Valpolicella,0,1804,12915,4.4,2680,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICE=2202781,Low,Non-Sparkling,High,High,Low,99.0,
1131353,Carabantes Syrah,0,1573,12996,4.2,4523,https://vinoscoop.be/products/von-siebenthal-carabantes-syrah?_pos=2&_sid=dfc44b587&_ss=r,Low,Non-Sparkling,High,Medium,Low,221.0,
1131354,Montelìg,0,1573,12996,4.4,2905,https://vinoscoop.be/products/von-siebenthal-montelig-blend?_pos=1&_sid=b399cfee8&_ss=r,Low,Non-Sparkling,High,Medium,Medium,143.0,
1131355,Toknar,0,1573,12996,4.4,2033,https://vinoscoop.be/products/von-siebenthal-toknar-petit-verdot?_pos=1&_sid=428afa275&_ss=r,,Non-Sparkling,,,,,
1132939,Chambertin Grand Cru,0,2201,4440,4.4,2542,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=50TRCH19M,High,Non-Sparkling,Low,Medium,Low,200.0,
1133151,Vieille Vigne Griottes-Chambertin Grand Cru,0,2205,12574,4.5,257,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=50DFGCVV10B,High,Non-Sparkling,Low,Low,Low,43.0,
1134527,Falletto Barbaresco Asili,0,722,1347,4.4,3450,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=00GIAS15B,High,Non-Sparkling,Low,Low,High,127.0,
1134557,Falletto Barolo Le Rocche del Falletto,0,504,1347,4.5,1883,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=00GIRF15B,High,Non-Sparkling,Medium,Low,High,145.0,
1134562,Falletto Barolo Le Rocche del Falletto Riserva,0,504,1347,4.6,622,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=00GIRF12M,High,Non-Sparkling,Medium,High,High,56.0,
1134803,Châteauneuf-du-Pape,0,401,1298,4.4,38998,https://www.grandcruwijnen.nl/2020-chateau-de-beaucastel-chateauneuf-du-pape-rouge,Low,Non-Sparkling,High,Medium,Low,1431.0,
1134925,Chambolle-Musigny Les Baudes,0,3016,227850,4.2,525,https://hermanwines.com/products/chambolle-1c-baudes-gagey-jadot-2015-r-1-5l-1,High,Non-Sparkling,Low,Low,Low,24.0,
1135215,Sauternes (Premier Grand Cru Classé),0,432,176720,4.4,19239,https://www.douchywebshop.com/wijnen/witte-wijnen/chateau-rieussec-sauternes-2009,High,Non-Sparkling,High,High,,406.0,
1135626,Bolgheri Superiore,0,3345,138255,4.4,8918,https://www.vanoudsdezwaan.nl/tenuta-argentiera-bolgheri-superiore.html,Medium,Non-Sparkling,Medium,Low,High,270.0,
1135641,Alexander Valley Cabernet Sauvignon,0,100,528,4.4,46066,https://www.seulementproduitsitaliens.be/eccellenze_internazionali/silver-oak/18024-silver-oak-alexander-valley-cabernet-sauvignon.html?codice=GHL172-2017,Low,Non-Sparkling,High,Low,Medium,1655.0,
1135642,One Point Five Cabernet Sauvignon,0,88,1320,4.5,16341,https://www.grandcruwijnen.nl/2018-shafer-vineyards-napa-valley-one-point-five-1,Medium,Non-Sparkling,High,Low,Medium,442.0,
1136930,Grange,0,7,1305,4.7,24356,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEW=80PEPE17B,Low,Non-Sparkling,High,High,Medium,505.0,
1136945,Vintage Port,0,718,13983,4.3,1076,https://www.grandcruwijnen.nl/2007-quinta-do-vale-do-meao-vintage-port,Low,Non-Sparkling,High,High,,29.0,
1136950,Comtes de Champagne Blanc de Blancs,0,409,1285,4.5,27449,http://www.vivino.com/wines/2214882,High,Sparkling,Medium,,,3656.0,Extra Brut <1g
1138019,Georges De Latour Private Reserve Cabernet Sauvignon,0,25,1334,4.4,12652,http://www.vivino.com/wines/156095222,Medium,Non-Sparkling,High,Low,Medium,892.0,
1138262,Barolo Riserva Granbussia,0,504,10917,4.5,1728,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICE=1900898,High,Non-Sparkling,Medium,Medium,High,85.0,
1139286,Campo León Amarone della Valpolicella,0,1804,14617,4.4,7778,https://www.seulementproduitsitaliens.be/vino/latium-morini/8128-latium-morini-campo-leon-amarone-della-valpolicella.html?codice=EPR084-2017,Low,Non-Sparkling,High,High,Low,268.0,
1139434,Tinto,0,405,14607,4.4,65625,https://www.grandcruwijnen.nl/2020-pago-de-carraovejas,Medium,Non-Sparkling,Medium,Medium,Medium,5059.0,
1141421,Dolç de L'Obac,0,463,2460,4.4,440,https://www.labuenavida.be/spaanse-wijn/clos-de-l-obac/dolc-de-l-obac/3514,,Non-Sparkling,,,,,
1142817,Côtes du Rhône,0,429,15576,4.3,8196,https://www.wijnig.nl/chateau-des-tours-cotes-du-rhone-2016.html,Medium,Non-Sparkling,Low,Medium,Low,717.0,
1142819,Vacqueyras,0,500,15576,4.3,3412,https://www.wijnig.nl/chateau-des-tours-vacqueyras-2011.html,Medium,Non-Sparkling,Medium,High,Medium,288.0,
1144227,Cabernet Sauvignon,0,25,1258,4.4,2830,https://www.grandcruwijnen.nl/2019-forman-napa-valley-cabernet-sauvignon,Medium,Non-Sparkling,High,Low,Medium,225.0,
1145391,Cabernet Sauvignon,0,327,1303,4.6,5927,https://www.grandcruwijnen.nl/2018-quilceda-creek-cabernet-sauvignon-columbia-valley,Medium,Non-Sparkling,Medium,Low,High,133.0,
1145499,Mongovone Barbera d'Asti Superiore,0,1829,13261,4.3,2771,https://www.heerlyckheid.be/product/elio-perrone-barbera-dasti-mongovone-superiore-2020/,Medium,Non-Sparkling,Medium,High,Low,144.0,
1146850,Barolo Riserva Monprivato Cà d'Morissio,0,504,15356,4.6,588,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=00MGCM12B,High,Non-Sparkling,Medium,Low,High,47.0,
1148246,Tenuta Montebello Picconero,0,394,15233,4.4,2011,https://www.baetenvinopolis.be/nl/shop/italie/toscane/tolaini/rood/tolaini-picconero,Low,Non-Sparkling,Low,Medium,Medium,169.0,
1148298,Brut Rosé Champagne,0,409,2471,4.4,21147,https://www.topwijnen.be/nl/product/wijnen/frankrijk/champagne/montagne-de-reims/reims/wn8003801/wn8003801,High,Sparkling,Medium,,,2277.0,Brut <2g
1148747,Saint-Émilion Grand Cru (Premier Grand Cru Classé),0,827,9754,4.6,28198,https://www.topwijnen.be/nl/product/wijnen/frankrijk/bordeaux/saint-emilion/saint-emilion-premier-gr-cru-classe-a/chateau-cheval-blanc/wn1020744/wn1020744,Medium,Non-Sparkling,Medium,Medium,Medium,1178.0,
1148839,La Chapelle de La Mission Haut-Brion Pessac-Léognan,0,471,13146,4.2,6754,https://www.topwijnen.be/nl/product/wijnen/frankrijk/bordeaux/graves/pessac-leognan/la-chapelle-de-la-mission/wn1083592/wn1083592,High,Non-Sparkling,High,Low,High,178.0,
1148846,Pessac-Léognan Blanc (Grand Cru Classé de Graves),0,471,13804,4.5,1206,https://www.seulementproduitsitaliens.be/eccellenze_internazionali/chateau-haut-brion/26202-chateau-haut-brion-pessac-leognan-blanc-(grand-cru-classe-de-graves).html?codice=PLG1269,Low,Non-Sparkling,Medium,High,,27.0,
1150380,Brunello di Montalcino,0,1796,1251,4.4,9257,https://www.colaris.com/catalog/product/view/id/46862,Medium,Non-Sparkling,Low,Low,High,506.0,
